booking_id,owner_id,listing_id,sitter_id,service_type,booking_date,duration_hours,total_price,status
booking_316,owner_102,listing_66,sitter_34,pet_sitting,2024-12-06,3,62.04,completed
booking_317,owner_405,listing_25,sitter_49,dog_walking,2024-12-10,7,127.33,completed
booking_318,owner_348,listing_66,sitter_34,pet_sitting,2024-01-05,7,144.76,completed
booking_319,owner_107,listing_9,sitter_91,pet_sitting,2024-03-12,3,106.02,completed
booking_320,owner_326,listing_75,sitter_12,pet_sitting,2024-02-25,4,104.04,completed
booking_321,owner_314,listing_127,sitter_25,dog_walking,2024-12-23,6,99.72,completed
booking_322,owner_320,listing_127,sitter_25,dog_walking,2024-05-08,7,116.34,completed
booking_323,owner_175,listing_123,sitter_41,pet_boarding,2024-06-06,6,157.8,completed
booking_324,owner_174,listing_123,sitter_41,pet_boarding,2024-11-09,3,78.9,cancelled
booking_325,owner_240,listing_48,sitter_53,pet_boarding,2024-01-18,1,19.41,cancelled
booking_326,owner_266,listing_10,sitter_96,pet_boarding,2024-07-25,4,112.6,completed
booking_327,owner_23,listing_145,sitter_60,pet_sitting,2024-01-25,6,155.22,cancelled
booking_328,owner_339,listing_5,sitter_25,pet_sitting,2024-06-19,5,112.05,completed
booking_329,owner_463,listing_51,sitter_41,pet_sitting,2024-05-15,5,68.35,cancelled
booking_330,owner_439,listing_147,sitter_28,dog_walking,2024-06-02,7,260.96,pending
booking_331,owner_328,listing_90,sitter_58,pet_sitting,2024-02-17,5,95.8,completed
booking_332,owner_231,listing_94,sitter_29,pet_sitting,2024-07-30,4,117.36,completed
booking_333,owner_156,listing_97,sitter_3,pet_sitting,2024-06-15,1,25.43,cancelled
booking_334,owner_96,listing_127,sitter_25,dog_walking,2024-12-01,7,116.34,completed
booking_335,owner_444,listing_115,sitter_70,pet_boarding,2024-04-24,4,145.72,completed
booking_336,owner_384,listing_114,sitter_27,dog_walking,2024-01-28,3,41.73,completed
booking_337,owner_360,listing_147,sitter_28,dog_walking,2024-12-27,2,74.56,completed
booking_338,owner_393,listing_149,sitter_44,dog_walking,2024-04-25,6,96.54,cancelled
booking_339,owner_155,listing_92,sitter_69,dog_walking,2024-02-05,1,32.24,completed
booking_340,owner_91,listing_124,sitter_62,pet_boarding,2024-12-04,2,57.1,completed
booking_341,owner_500,listing_53,sitter_37,dog_walking,2024-08-08,4,121.64,completed
booking_342,owner_178,listing_22,sitter_27,pet_sitting,2024-11-21,3,62.1,completed
booking_343,owner_21,listing_33,sitter_46,pet_sitting,2024-05-22,3,96.45,completed
booking_344,owner_225,listing_57,sitter_34,pet_boarding,2024-09-25,3,80.22,completed
booking_345,owner_266,listing_89,sitter_50,dog_walking,2024-06-17,6,170.7,completed
booking_346,owner_10,listing_143,sitter_39,pet_boarding,2024-09-26,6,164.28,completed
booking_347,owner_299,listing_14,sitter_6,dog_walking,2024-01-07,6,66.0,completed
booking_348,owner_202,listing_72,sitter_26,dog_walking,2024-04-24,6,157.14,cancelled
booking_349,owner_469,listing_94,sitter_29,pet_sitting,2024-10-13,3,88.02,completed
booking_350,owner_32,listing_45,sitter_22,pet_sitting,2024-11-15,3,96.45,cancelled
booking_351,owner_397,listing_33,sitter_46,pet_sitting,2024-07-01,3,96.45,completed
booking_352,owner_276,listing_53,sitter_37,dog_walking,2024-07-28,4,121.64,completed
booking_353,owner_229,listing_89,sitter_50,dog_walking,2024-04-17,3,85.35,completed
booking_354,owner_82,listing_40,sitter_59,pet_boarding,2024-12-09,3,91.44,cancelled
booking_355,owner_273,listing_126,sitter_59,dog_walking,2024-12-25,4,145.6,completed
booking_356,owner_173,listing_123,sitter_41,pet_boarding,2024-05-08,5,131.5,completed
booking_357,owner_330,listing_135,sitter_36,pet_sitting,2024-08-05,6,216.36,completed
booking_358,owner_252,listing_74,sitter_22,pet_boarding,2024-09-10,5,95.35,completed
booking_359,owner_145,listing_100,sitter_89,pet_boarding,2024-04-23,1,26.28,completed
booking_360,owner_210,listing_32,sitter_14,pet_boarding,2024-04-20,6,119.64,completed
booking_361,owner_372,listing_23,sitter_15,pet_boarding,2024-04-26,1,32.47,completed
booking_362,owner_292,listing_3,sitter_68,dog_walking,2024-11-12,2,35.5,completed
booking_363,owner_340,listing_131,sitter_42,dog_walking,2024-07-16,7,234.92,completed
booking_364,owner_245,listing_148,sitter_27,pet_boarding,2024-08-12,6,98.46,completed
booking_365,owner_26,listing_57,sitter_34,pet_boarding,2024-05-24,7,187.18,completed
booking_366,owner_283,listing_125,sitter_77,pet_sitting,2024-04-01,4,40.12,cancelled
booking_367,owner_493,listing_46,sitter_60,pet_boarding,2024-08-25,5,63.6,completed
booking_368,owner_472,listing_67,sitter_81,dog_walking,2024-12-12,2,74.02,pending
booking_369,owner_240,listing_70,sitter_8,pet_boarding,2024-06-25,3,71.25,completed
booking_370,owner_122,listing_126,sitter_59,dog_walking,2024-11-14,3,109.2,cancelled
booking_371,owner_430,listing_129,sitter_100,pet_boarding,2024-02-03,3,36.0,completed
booking_372,owner_334,listing_34,sitter_16,pet_sitting,2024-06-23,3,113.25,completed
booking_373,owner_472,listing_76,sitter_3,pet_sitting,2024-10-23,3,96.36,completed
booking_374,owner_476,listing_26,sitter_62,dog_walking,2024-07-26,6,127.26,cancelled
booking_375,owner_163,listing_138,sitter_17,pet_sitting,2024-02-07,2,39.96,pending
booking_376,owner_381,listing_72,sitter_26,dog_walking,2024-05-05,4,104.76,completed
booking_377,owner_116,listing_42,sitter_68,dog_walking,2024-01-29,6,190.92,completed
booking_378,owner_74,listing_40,sitter_59,pet_boarding,2024-04-11,2,60.96,completed
booking_379,owner_207,listing_56,sitter_13,pet_sitting,2024-08-16,5,57.2,completed
booking_380,owner_430,listing_83,sitter_73,pet_sitting,2024-10-03,2,33.18,completed
booking_381,owner_358,listing_131,sitter_42,dog_walking,2024-06-30,4,134.24,pending
booking_382,owner_253,listing_133,sitter_84,dog_walking,2024-03-20,3,81.33,cancelled
booking_383,owner_133,listing_87,sitter_81,dog_walking,2024-05-24,4,103.76,completed
booking_384,owner_62,listing_72,sitter_26,dog_walking,2024-03-10,3,78.57,cancelled
booking_385,owner_293,listing_78,sitter_89,dog_walking,2024-03-11,5,61.3,completed
booking_386,owner_264,listing_47,sitter_37,pet_sitting,2024-01-02,4,68.0,cancelled
booking_387,owner_345,listing_23,sitter_15,pet_boarding,2024-07-17,1,32.47,completed
booking_388,owner_250,listing_112,sitter_6,dog_walking,2024-03-11,2,39.82,pending
booking_389,owner_292,listing_148,sitter_27,pet_boarding,2024-02-07,6,98.46,completed
booking_390,owner_424,listing_135,sitter_36,pet_sitting,2024-03-31,4,144.24,completed
booking_391,owner_292,listing_90,sitter_58,pet_sitting,2024-12-14,7,134.12,completed
booking_392,owner_15,listing_7,sitter_77,pet_sitting,2024-07-18,4,53.48,completed
booking_393,owner_306,listing_120,sitter_40,pet_sitting,2024-09-20,2,59.34,completed
booking_394,owner_433,listing_19,sitter_74,dog_walking,2024-07-18,6,103.56,completed
booking_395,owner_131,listing_113,sitter_86,dog_walking,2024-08-05,4,117.52,completed
booking_396,owner_274,listing_137,sitter_88,pet_sitting,2024-06-13,4,132.2,completed
booking_397,owner_260,listing_82,sitter_57,pet_boarding,2024-06-21,3,101.25,completed
booking_398,owner_358,listing_55,sitter_76,pet_boarding,2024-02-17,7,264.67,cancelled
booking_399,owner_369,listing_74,sitter_22,pet_boarding,2024-01-05,6,114.42,cancelled
booking_400,owner_473,listing_23,sitter_15,pet_boarding,2024-03-16,3,97.41,completed
booking_401,owner_99,listing_95,sitter_49,dog_walking,2024-07-31,7,222.88,completed
booking_402,owner_346,listing_22,sitter_27,pet_sitting,2024-05-10,6,124.2,completed
booking_403,owner_225,listing_90,sitter_58,pet_sitting,2024-01-17,6,114.96,cancelled
booking_404,owner_491,listing_115,sitter_70,pet_boarding,2024-04-19,4,145.72,cancelled
booking_405,owner_72,listing_118,sitter_91,dog_walking,2024-08-31,2,37.96,completed
booking_406,owner_16,listing_6,sitter_97,pet_boarding,2024-03-11,7,84.14,completed
booking_407,owner_417,listing_24,sitter_93,dog_walking,2024-10-24,5,135.85,completed
booking_408,owner_96,listing_70,sitter_8,pet_boarding,2024-04-26,4,95.0,completed
booking_409,owner_279,listing_74,sitter_22,pet_boarding,2024-05-15,7,133.49,completed
booking_410,owner_231,listing_28,sitter_84,pet_boarding,2024-01-14,1,29.88,completed
booking_411,owner_91,listing_39,sitter_52,pet_boarding,2024-09-30,3,72.93,completed
booking_412,owner_240,listing_146,sitter_88,pet_sitting,2024-08-04,5,173.9,completed
booking_413,owner_444,listing_16,sitter_59,dog_walking,2024-10-06,5,102.55,completed
booking_414,owner_123,listing_33,sitter_46,pet_sitting,2024-05-05,7,225.05,completed
booking_415,owner_404,listing_61,sitter_64,pet_sitting,2024-07-07,3,111.06,cancelled
booking_416,owner_57,listing_29,sitter_57,dog_walking,2024-04-09,3,66.9,completed
booking_417,owner_329,listing_98,sitter_54,pet_boarding,2024-05-06,6,152.82,pending
booking_418,owner_10,listing_132,sitter_57,dog_walking,2024-08-24,3,100.53,completed
booking_419,owner_39,listing_106,sitter_3,pet_sitting,2024-11-07,4,93.6,completed
booking_420,owner_443,listing_113,sitter_86,dog_walking,2024-09-21,6,176.28,completed
booking_421,owner_297,listing_123,sitter_41,pet_boarding,2024-08-31,3,78.9,completed
booking_422,owner_46,listing_148,sitter_27,pet_boarding,2024-07-06,4,65.64,completed
booking_423,owner_364,listing_30,sitter_86,pet_boarding,2024-08-07,5,169.1,cancelled
booking_424,owner_348,listing_28,sitter_84,pet_boarding,2024-01-10,3,89.64,completed
booking_425,owner_188,listing_28,sitter_84,pet_boarding,2024-05-14,1,29.88,completed
booking_426,owner_396,listing_85,sitter_77,pet_sitting,2024-12-24,1,28.77,completed
booking_427,owner_473,listing_17,sitter_64,pet_boarding,2024-01-12,4,55.32,completed
booking_428,owner_22,listing_73,sitter_82,pet_boarding,2024-02-08,3,56.64,completed
booking_429,owner_172,listing_68,sitter_43,pet_boarding,2024-06-28,4,109.36,completed
booking_430,owner_373,listing_16,sitter_59,dog_walking,2024-07-08,6,123.06,completed
booking_431,owner_104,listing_104,sitter_12,pet_sitting,2024-05-17,4,150.88,completed
booking_432,owner_199,listing_93,sitter_98,pet_boarding,2024-04-23,5,126.45,pending
booking_433,owner_268,listing_112,sitter_6,dog_walking,2024-05-30,7,139.37,cancelled
booking_434,owner_142,listing_135,sitter_36,pet_sitting,2024-05-26,5,180.3,completed
booking_435,owner_121,listing_99,sitter_21,pet_boarding,2024-11-20,4,75.76,completed
booking_436,owner_16,listing_122,sitter_5,pet_sitting,2024-02-28,4,70.16,cancelled
booking_437,owner_380,listing_55,sitter_76,pet_boarding,2024-03-01,6,226.86,cancelled
booking_438,owner_361,listing_26,sitter_62,dog_walking,2024-09-23,1,21.21,completed
booking_439,owner_87,listing_94,sitter_29,pet_sitting,2024-12-23,5,146.7,completed
booking_440,owner_307,listing_79,sitter_45,pet_boarding,2024-07-14,1,10.57,completed
booking_441,owner_171,listing_43,sitter_34,pet_boarding,2024-07-24,5,132.2,completed
booking_442,owner_160,listing_135,sitter_36,pet_sitting,2024-12-12,5,180.3,completed
booking_443,owner_181,listing_83,sitter_73,pet_sitting,2024-04-22,4,66.36,completed
booking_444,owner_353,listing_126,sitter_59,dog_walking,2024-09-09,5,182.0,completed
booking_445,owner_95,listing_75,sitter_12,pet_sitting,2024-01-05,6,156.06,completed
booking_446,owner_467,listing_55,sitter_76,pet_boarding,2024-09-13,2,75.62,cancelled
booking_447,owner_357,listing_13,sitter_93,pet_boarding,2024-04-16,4,103.56,pending
booking_448,owner_490,listing_15,sitter_89,pet_sitting,2024-11-03,1,28.37,pending
booking_449,owner_128,listing_150,sitter_94,pet_boarding,2024-01-23,5,137.4,completed
booking_450,owner_293,listing_69,sitter_96,pet_boarding,2024-11-25,7,151.34,cancelled
booking_451,owner_65,listing_123,sitter_41,pet_boarding,2024-02-20,2,52.6,completed
booking_452,owner_491,listing_111,sitter_16,pet_sitting,2024-07-06,6,218.04,pending
booking_453,owner_84,listing_150,sitter_94,pet_boarding,2024-08-05,7,192.36,completed
booking_454,owner_202,listing_77,sitter_11,pet_boarding,2024-01-04,1,26.61,completed
booking_455,owner_391,listing_92,sitter_69,dog_walking,2024-10-12,3,96.72,completed
booking_456,owner_431,listing_37,sitter_20,pet_sitting,2024-12-07,4,113.76,completed
booking_457,owner_437,listing_89,sitter_50,dog_walking,2024-11-14,3,85.35,completed
booking_458,owner_319,listing_30,sitter_86,pet_boarding,2024-08-31,5,169.1,completed
booking_459,owner_189,listing_63,sitter_43,pet_sitting,2024-04-12,4,142.8,completed
booking_460,owner_372,listing_149,sitter_44,dog_walking,2024-07-26,4,64.36,completed
booking_461,owner_21,listing_137,sitter_88,pet_sitting,2024-12-09,6,198.3,completed
booking_462,owner_248,listing_60,sitter_83,dog_walking,2024-06-24,5,97.15,completed
booking_463,owner_458,listing_126,sitter_59,dog_walking,2024-06-08,6,218.4,completed
booking_464,owner_236,listing_144,sitter_71,pet_boarding,2024-06-18,5,137.5,completed
booking_465,owner_471,listing_13,sitter_93,pet_boarding,2024-09-27,1,25.89,completed
booking_466,owner_281,listing_82,sitter_57,pet_boarding,2024-07-03,3,101.25,completed
booking_467,owner_365,listing_50,sitter_45,dog_walking,2024-11-14,5,128.6,completed
booking_468,owner_17,listing_132,sitter_57,dog_walking,2024-03-02,1,33.51,completed
booking_469,owner_118,listing_119,sitter_18,pet_boarding,2024-01-07,4,73.48,completed
booking_470,owner_383,listing_100,sitter_89,pet_boarding,2024-07-17,5,131.4,cancelled
booking_471,owner_392,listing_3,sitter_68,dog_walking,2024-04-30,4,71.0,completed
booking_472,owner_488,listing_47,sitter_37,pet_sitting,2024-08-21,6,102.0,cancelled
booking_473,owner_500,listing_120,sitter_40,pet_sitting,2024-02-09,3,89.01,completed
booking_474,owner_303,listing_79,sitter_45,pet_boarding,2024-08-16,2,21.14,completed
booking_475,owner_97,listing_53,sitter_37,dog_walking,2024-03-24,6,182.46,completed
booking_476,owner_498,listing_79,sitter_45,pet_boarding,2024-05-14,5,52.85,completed
booking_477,owner_430,listing_8,sitter_89,pet_boarding,2024-04-08,1,22.15,completed
booking_478,owner_362,listing_75,sitter_12,pet_sitting,2024-03-28,7,182.07,completed
booking_479,owner_35,listing_8,sitter_89,pet_boarding,2024-09-21,5,110.75,completed
booking_480,owner_73,listing_106,sitter_3,pet_sitting,2024-05-20,4,93.6,completed
booking_481,owner_136,listing_139,sitter_89,pet_sitting,2024-08-15,2,68.12,completed
booking_482,owner_162,listing_115,sitter_70,pet_boarding,2024-10-07,1,36.43,cancelled
booking_483,owner_273,listing_3,sitter_68,dog_walking,2024-08-27,2,35.5,completed
booking_484,owner_449,listing_82,sitter_57,pet_boarding,2024-01-28,4,135.0,completed
booking_485,owner_444,listing_71,sitter_18,pet_boarding,2024-05-11,6,176.52,pending
booking_486,owner_389,listing_141,sitter_6,dog_walking,2024-10-30,3,47.91,pending
booking_487,owner_200,listing_100,sitter_89,pet_boarding,2024-04-25,3,78.84,cancelled
booking_488,owner_439,listing_56,sitter_13,pet_sitting,2024-01-28,5,57.2,completed
booking_489,owner_456,listing_71,sitter_18,pet_boarding,2024-02-27,6,176.52,completed
booking_490,owner_413,listing_59,sitter_78,pet_sitting,2024-10-17,5,98.8,completed
booking_491,owner_294,listing_30,sitter_86,pet_boarding,2024-08-25,6,202.92,pending
booking_492,owner_284,listing_67,sitter_81,dog_walking,2024-03-09,1,37.01,completed
booking_493,owner_175,listing_53,sitter_37,dog_walking,2024-01-19,4,121.64,completed
booking_494,owner_344,listing_91,sitter_6,pet_boarding,2024-10-06,1,30.43,completed
booking_495,owner_11,listing_19,sitter_74,dog_walking,2024-05-18,4,69.04,cancelled
booking_496,owner_220,listing_84,sitter_61,pet_boarding,2024-10-15,5,182.5,cancelled
booking_497,owner_354,listing_33,sitter_46,pet_sitting,2024-06-06,7,225.05,completed
booking_498,owner_269,listing_96,sitter_14,pet_sitting,2024-10-17,7,198.94,completed
booking_499,owner_274,listing_51,sitter_41,pet_sitting,2024-06-08,1,13.67,cancelled
booking_500,owner_249,listing_138,sitter_17,pet_sitting,2024-08-06,4,79.92,cancelled
booking_501,owner_268,listing_126,sitter_59,dog_walking,2024-02-09,2,72.8,completed
booking_502,owner_451,listing_101,sitter_42,pet_sitting,2024-12-18,4,117.8,completed
booking_503,owner_35,listing_145,sitter_60,pet_sitting,2024-10-15,6,155.22,cancelled
booking_504,owner_267,listing_58,sitter_70,pet_sitting,2024-04-16,2,21.04,completed
booking_505,owner_90,listing_63,sitter_43,pet_sitting,2024-03-19,7,249.9,completed
booking_506,owner_382,listing_118,sitter_91,dog_walking,2024-09-08,1,18.98,pending
booking_507,owner_405,listing_2,sitter_48,pet_boarding,2024-04-01,2,27.06,completed
booking_508,owner_184,listing_122,sitter_5,pet_sitting,2024-10-28,4,70.16,cancelled
booking_509,owner_346,listing_143,sitter_39,pet_boarding,2024-06-14,2,54.76,cancelled
booking_510,owner_142,listing_18,sitter_81,pet_boarding,2024-05-26,1,19.57,completed
booking_511,owner_368,listing_42,sitter_68,dog_walking,2024-07-02,6,190.92,completed
booking_512,owner_129,listing_73,sitter_82,pet_boarding,2024-03-28,1,18.88,completed
booking_513,owner_384,listing_15,sitter_89,pet_sitting,2024-08-06,4,113.48,completed
booking_514,owner_124,listing_124,sitter_62,pet_boarding,2024-11-02,7,199.85,completed
booking_515,owner_17,listing_84,sitter_61,pet_boarding,2024-12-05,3,109.5,completed
booking_516,owner_364,listing_60,sitter_83,dog_walking,2024-01-28,1,19.43,completed
booking_517,owner_405,listing_141,sitter_6,dog_walking,2024-12-26,2,31.94,completed
booking_518,owner_6,listing_142,sitter_68,dog_walking,2024-10-30,1,30.06,cancelled
booking_519,owner_324,listing_136,sitter_73,dog_walking,2024-12-09,2,45.4,completed
booking_520,owner_92,listing_126,sitter_59,dog_walking,2024-09-09,7,254.8,cancelled
booking_521,owner_193,listing_135,sitter_36,pet_sitting,2024-12-30,5,180.3,completed
booking_522,owner_143,listing_66,sitter_34,pet_sitting,2024-06-07,5,103.4,completed
booking_523,owner_28,listing_104,sitter_12,pet_sitting,2024-02-28,6,226.32,pending
booking_524,owner_76,listing_18,sitter_81,pet_boarding,2024-12-02,3,58.71,pending
booking_525,owner_324,listing_116,sitter_54,pet_boarding,2024-01-02,3,33.54,completed
booking_526,owner_328,listing_35,sitter_11,pet_sitting,2024-08-11,6,227.52,completed
booking_527,owner_214,listing_68,sitter_43,pet_boarding,2024-02-20,3,82.02,cancelled
booking_528,owner_120,listing_91,sitter_6,pet_boarding,2024-10-27,5,152.15,completed
booking_529,owner_307,listing_60,sitter_83,dog_walking,2024-03-02,4,77.72,completed
booking_530,owner_45,listing_41,sitter_94,dog_walking,2024-11-01,2,22.18,completed
booking_531,owner_358,listing_83,sitter_73,pet_sitting,2024-09-26,5,82.95,completed
booking_532,owner_213,listing_36,sitter_8,pet_boarding,2024-01-25,7,122.15,cancelled
booking_533,owner_142,listing_48,sitter_53,pet_boarding,2024-10-23,4,77.64,completed
booking_534,owner_97,listing_36,sitter_8,pet_boarding,2024-07-20,4,69.8,completed
booking_535,owner_133,listing_54,sitter_37,dog_walking,2024-02-14,2,30.32,completed
booking_536,owner_366,listing_44,sitter_80,pet_sitting,2024-08-22,6,217.02,completed
booking_537,owner_225,listing_96,sitter_14,pet_sitting,2024-02-21,3,85.26,completed
booking_538,owner_344,listing_131,sitter_42,dog_walking,2024-10-26,4,134.24,completed
booking_539,owner_288,listing_36,sitter_8,pet_boarding,2024-05-26,7,122.15,completed
booking_540,owner_38,listing_10,sitter_96,pet_boarding,2024-05-12,6,168.9,pending
booking_541,owner_432,listing_35,sitter_11,pet_sitting,2024-12-20,1,37.92,completed
booking_542,owner_178,listing_17,sitter_64,pet_boarding,2024-11-10,3,41.49,completed
booking_543,owner_139,listing_15,sitter_89,pet_sitting,2024-06-08,2,56.74,completed
booking_544,owner_104,listing_18,sitter_81,pet_boarding,2024-05-20,5,97.85,completed
booking_545,owner_283,listing_90,sitter_58,pet_sitting,2024-04-08,1,19.16,cancelled
booking_546,owner_266,listing_136,sitter_73,dog_walking,2024-07-16,6,136.2,completed
booking_547,owner_457,listing_7,sitter_77,pet_sitting,2024-03-29,7,93.59,completed
booking_548,owner_419,listing_26,sitter_62,dog_walking,2024-10-26,1,21.21,cancelled
booking_549,owner_65,listing_94,sitter_29,pet_sitting,2024-05-04,1,29.34,completed
booking_550,owner_286,listing_138,sitter_17,pet_sitting,2024-12-03,4,79.92,cancelled
booking_551,owner_466,listing_90,sitter_58,pet_sitting,2024-07-20,1,19.16,cancelled
booking_552,owner_274,listing_103,sitter_97,pet_sitting,2024-03-03,5,195.55,completed
booking_553,owner_44,listing_125,sitter_77,pet_sitting,2024-01-22,3,30.09,completed
booking_554,owner_144,listing_21,sitter_58,pet_boarding,2024-11-08,5,67.7,cancelled
booking_555,owner_27,listing_122,sitter_5,pet_sitting,2024-03-27,1,17.54,completed
booking_556,owner_214,listing_41,sitter_94,dog_walking,2024-05-18,4,44.36,completed
booking_557,owner_120,listing_63,sitter_43,pet_sitting,2024-12-13,4,142.8,completed
booking_558,owner_432,listing_129,sitter_100,pet_boarding,2024-07-20,2,24.0,completed
booking_559,owner_388,listing_72,sitter_26,dog_walking,2024-01-20,1,26.19,cancelled
booking_560,owner_103,listing_108,sitter_57,dog_walking,2024-11-05,5,101.0,completed
booking_561,owner_303,listing_48,sitter_53,pet_boarding,2024-05-10,2,38.82,completed
booking_562,owner_148,listing_104,sitter_12,pet_sitting,2024-03-28,5,188.6,completed
booking_563,owner_162,listing_118,sitter_91,dog_walking,2024-06-28,4,75.92,completed
booking_564,owner_26,listing_110,sitter_1,pet_boarding,2024-05-14,2,58.44,pending
booking_565,owner_18,listing_79,sitter_45,pet_boarding,2024-10-29,4,42.28,completed
booking_566,owner_143,listing_53,sitter_37,dog_walking,2024-09-12,6,182.46,completed
booking_567,owner_65,listing_84,sitter_61,pet_boarding,2024-05-11,5,182.5,cancelled
booking_568,owner_22,listing_96,sitter_14,pet_sitting,2024-01-26,2,56.84,completed
booking_569,owner_101,listing_87,sitter_81,dog_walking,2024-04-18,1,25.94,cancelled
booking_570,owner_49,listing_88,sitter_10,dog_walking,2024-09-19,3,31.89,completed
booking_571,owner_69,listing_146,sitter_88,pet_sitting,2024-12-06,6,208.68,cancelled
booking_572,owner_143,listing_12,sitter_42,pet_boarding,2024-09-03,7,107.03,completed
booking_573,owner_415,listing_88,sitter_10,dog_walking,2024-09-02,5,53.15,completed
booking_574,owner_65,listing_137,sitter_88,pet_sitting,2024-06-14,7,231.35,completed
booking_575,owner_307,listing_30,sitter_86,pet_boarding,2024-02-14,1,33.82,completed
booking_576,owner_49,listing_50,sitter_45,dog_walking,2024-10-12,3,77.16,cancelled
booking_577,owner_278,listing_22,sitter_27,pet_sitting,2024-05-22,3,62.1,completed
booking_578,owner_433,listing_19,sitter_74,dog_walking,2024-12-28,6,103.56,cancelled
booking_579,owner_492,listing_50,sitter_45,dog_walking,2024-05-22,6,154.32,completed
booking_580,owner_131,listing_60,sitter_83,dog_walking,2024-02-07,1,19.43,cancelled
booking_581,owner_168,listing_31,sitter_12,pet_boarding,2024-01-08,3,49.2,completed
booking_582,owner_185,listing_105,sitter_51,dog_walking,2024-07-31,1,14.26,completed
booking_583,owner_159,listing_91,sitter_6,pet_boarding,2024-06-04,7,213.01,completed
booking_584,owner_437,listing_23,sitter_15,pet_boarding,2024-05-20,6,194.82,cancelled
booking_585,owner_38,listing_72,sitter_26,dog_walking,2024-10-27,4,104.76,completed
booking_586,owner_89,listing_13,sitter_93,pet_boarding,2024-04-07,5,129.45,completed
booking_587,owner_285,listing_41,sitter_94,dog_walking,2024-01-24,5,55.45,completed
booking_588,owner_374,listing_20,sitter_90,pet_boarding,2024-04-24,3,39.69,completed
booking_589,owner_205,listing_148,sitter_27,pet_boarding,2024-09-22,1,16.41,completed
booking_590,owner_217,listing_65,sitter_81,pet_boarding,2024-10-18,6,180.3,completed
booking_591,owner_371,listing_88,sitter_10,dog_walking,2024-01-14,1,10.63,completed
booking_592,owner_341,listing_78,sitter_89,dog_walking,2024-04-16,5,61.3,completed
booking_593,owner_207,listing_78,sitter_89,dog_walking,2024-12-21,4,49.04,completed
booking_594,owner_482,listing_24,sitter_93,dog_walking,2024-11-21,2,54.34,completed
booking_595,owner_158,listing_81,sitter_85,pet_sitting,2024-04-12,1,25.6,completed
booking_596,owner_306,listing_96,sitter_14,pet_sitting,2024-02-13,5,142.1,cancelled
booking_597,owner_17,listing_41,sitter_94,dog_walking,2024-05-30,6,66.54,completed
booking_598,owner_371,listing_87,sitter_81,dog_walking,2024-12-25,4,103.76,completed
booking_599,owner_329,listing_104,sitter_12,pet_sitting,2024-04-30,2,75.44,completed
booking_600,owner_218,listing_136,sitter_73,dog_walking,2024-07-01,3,68.1,completed
booking_601,owner_342,listing_124,sitter_62,pet_boarding,2024-01-19,6,171.3,cancelled
booking_602,owner_252,listing_16,sitter_59,dog_walking,2024-12-25,2,41.02,completed
booking_603,owner_2,listing_60,sitter_83,dog_walking,2024-12-13,6,116.58,pending
booking_604,owner_323,listing_91,sitter_6,pet_boarding,2024-10-17,6,182.58,completed
booking_605,owner_199,listing_30,sitter_86,pet_boarding,2024-03-01,7,236.74,cancelled
booking_606,owner_183,listing_3,sitter_68,dog_walking,2024-07-24,6,106.5,cancelled
booking_607,owner_416,listing_55,sitter_76,pet_boarding,2024-02-19,3,113.43,cancelled
booking_608,owner_486,listing_63,sitter_43,pet_sitting,2024-10-01,5,178.5,completed
booking_609,owner_413,listing_69,sitter_96,pet_boarding,2024-04-13,7,151.34,completed
booking_610,owner_167,listing_15,sitter_89,pet_sitting,2024-04-23,4,113.48,completed
booking_611,owner_20,listing_94,sitter_29,pet_sitting,2024-12-30,1,29.34,cancelled
booking_612,owner_392,listing_41,sitter_94,dog_walking,2024-12-27,1,11.09,completed
booking_613,owner_440,listing_10,sitter_96,pet_boarding,2024-06-30,1,28.15,completed
booking_614,owner_52,listing_23,sitter_15,pet_boarding,2024-07-29,4,129.88,completed
booking_615,owner_433,listing_66,sitter_34,pet_sitting,2024-01-24,6,124.08,cancelled
booking_616,owner_328,listing_119,sitter_18,pet_boarding,2024-01-23,7,128.59,pending
booking_617,owner_56,listing_110,sitter_1,pet_boarding,2024-07-19,1,29.22,cancelled
booking_618,owner_233,listing_6,sitter_97,pet_boarding,2024-12-13,6,72.12,completed
booking_619,owner_129,listing_21,sitter_58,pet_boarding,2024-11-07,1,13.54,completed
booking_620,owner_99,listing_79,sitter_45,pet_boarding,2024-12-20,4,42.28,completed
booking_621,owner_255,listing_80,sitter_40,pet_sitting,2024-02-01,7,208.46,completed
booking_622,owner_161,listing_47,sitter_37,pet_sitting,2024-06-24,7,119.0,completed
booking_623,owner_149,listing_146,sitter_88,pet_sitting,2024-12-02,6,208.68,completed
booking_624,owner_74,listing_111,sitter_16,pet_sitting,2024-02-20,3,109.02,completed
booking_625,owner_383,listing_43,sitter_34,pet_boarding,2024-05-03,4,105.76,completed
booking_626,owner_324,listing_61,sitter_64,pet_sitting,2024-03-13,2,74.04,completed
booking_627,owner_472,listing_120,sitter_40,pet_sitting,2024-10-10,4,118.68,completed
booking_628,owner_104,listing_47,sitter_37,pet_sitting,2024-09-18,4,68.0,cancelled
booking_629,owner_316,listing_102,sitter_50,dog_walking,2024-04-24,2,74.94,completed
booking_630,owner_449,listing_35,sitter_11,pet_sitting,2024-07-26,2,75.84,completed
booking_631,owner_457,listing_39,sitter_52,pet_boarding,2024-06-01,6,145.86,completed
